availability_365,City,host_id,host_name,id,last_review,latitude,longitude,minimum_nights,name,neighbourhood_cleansed,number_of_reviews,price,room_type
331,New Orleans,439522460,Rohan,688722105379501137,2025-02-10,29.96833,-90.06135,1,Charming Renovated NOLA Home Near French Quarter,Seventh Ward,59,210.00,Entire home/apt
337,New Orleans,318653122,Natalie,688731038572309910,2025-01-01,29.96841,-90.06797,1,Perfect 3BR Near Bourbon St. & Mardi Gras Parades,Treme - Lafitte,70,290.00,Entire home/apt
170,New Orleans,560749999,Irma Rocio,689032513798831149,2025-02-13,29.96027,-90.06117,1,French Quarter 3 Bedroom Apt| Balcony | Sleeps 8,French Quarter,176,729.00,Entire home/apt
0,New Orleans,266377138,James,689903743707176306,2024-03-17,29.94177,-90.10431,30,Spacious Napoleon Ave Condo (Gold),Broadmoor,3,,Entire home/apt
89,New Orleans,397290339,Mark,690394146130513949,2023-11-04,29.96601,-90.06519,1,Diamond of The Treme,Treme - Lafitte,5,214.00,Entire home/apt
82,New Orleans,397290339,Mark,690404878783359288,2022-11-01,29.96593,-90.06506,1,Princess of the French Quarters,Treme - Lafitte,7,218.00,Entire home/apt
17,New Orleans,106289693,William,690646601824140701,2025-01-02,29.92075,-90.08013,30,"""Life of Riley"" 3bd/3ba Irish Channel Home!",Irish Channel,4,,Entire home/apt
266,New Orleans,560749999,Irma Rocio,692179297930723092,2025-01-30,29.95886,-90.06242,1,French Quarter Balcony Experience | 2 BR Sleeps 8,French Quarter,164,459.00,Entire home/apt
192,New Orleans,452561073,Loren,692570045539722692,2025-01-31,29.92166,-90.08508,30,The Channel House: A Remote-Work Oasis by Magazine,Irish Channel,9,175.00,Entire home/apt
201,New Orleans,193970280,Janet,692727779223842389,2025-01-31,29.97685316135954,-90.08559214925974,30,Bayou St John Comfort Living,Bayou St. John,2,159.00,Entire home/apt
360,New Orleans,397290339,Mark,693550736456309356,2023-08-06,29.96539,-90.06687,1,Gem of the French Quarters,Treme - Lafitte,19,197.00,Entire home/apt
344,New Orleans,475196801,Nat,694331829750054145,2025-01-13,29.94301,-90.10749,3,Riley Manor - 8 king beds,Broadmoor,22,856.00,Entire home/apt
257,New Orleans,475296697,Ambra,694811984938268249,2025-02-17,29.9181,-90.09798,1,The Best Stop on Tchoup,East Riverside,45,458.00,Entire home/apt
0,New Orleans,64823547,Brenna And Nick,694819582951673444,2024-09-30,29.9720047,-90.0675029,30,Unique 3BD 'Urban Cabin' close to French Quarter,Seventh Ward,69,,Entire home/apt
0,New Orleans,583542036,Shilo,694937508000475466,2024-11-04,29.9548,-90.07183,2,"Spacious 1 BR, CBD, Close to everything",Central Business District,61,,Entire home/apt
351,New Orleans,349162641,David,695494583968856104,2025-02-11,29.944940684649392,-90.07498862415449,2,Historic Art District Apt. | Walkable to Museums,Central Business District,81,226.00,Entire home/apt
349,New Orleans,237082601,Ashley,695506473458926178,2025-01-16,29.94475,-90.07502,2,Historic Upscale Apt | Walk to Museums & Eateries,Central Business District,81,267.00,Entire home/apt
340,New Orleans,237082601,Ashley,695508253788356096,2025-02-16,29.94677,-90.07302,2,Updated Warehouse District Apt | Walk to Streetcar,Central Business District,95,224.00,Entire home/apt
255,New Orleans,237082601,Ashley,695509717063588257,2025-02-15,29.94489,-90.07501,2,Modern Warehouse District Apt | 6 min to Bourbon,Central Business District,87,294.00,Entire home/apt
329,New Orleans,475488142,Giancarlo,695662473500901653,2025-02-24,29.981014,-90.0811441,1,Quiet and Walkable Neighborhood! - 10 Min to FQ/DT,Fairgrounds,74,197.00,Entire home/apt
48,New Orleans,462960894,Mary,695700033939733744,2025-02-18,29.95176,-90.11544,2,Creole Chalet | Walk to Tulane | Superhost MGMT,Marlyville - Fontainbleau,124,124.00,Entire home/apt
145,New Orleans,106289693,William,695730378790130701,2025-02-23,29.96461,-90.03535,2,Luxury 2 Bedroom Condo in Vibrant NOLA Bywater!,St. Claude,70,197.00,Entire home/apt
137,New Orleans,106289693,William,696382252422552370,2025-02-10,30.02641,-90.1165,2,Beautiful NOLA Lakefront Property on the Marina!,West End,82,221.00,Entire home/apt
0,New Orleans,2593268,Trouvaill,696413381681509966,2023-03-08,29.93319,-90.07331,30,Park-View Single Family Cottage Huge Yard *Pets OK,Lower Garden District,5,,Entire home/apt
335,New Orleans,29854064,Erin,697808521600517245,2024-12-23,30.02273,-90.05835,30,CasaNola Gentilly,Milneburg,2,153.00,Entire home/apt
313,New Orleans,475963982,Roddrick,697915374850442981,2025-02-10,29.92136,-90.09233,2,Upt 1 blk fr Magazine St mins fr DT off st parking,East Riverside,59,202.00,Entire home/apt
327,New Orleans,64365837,Mike,698503674947039392,2025-02-24,29.9261,-90.07334,3,Modern 3BR Apartment Close to National WWII Museum,St. Thomas Dev,75,208.00,Entire home/apt
364,New Orleans,398005906,Bionca,698718915807415462,2022-10-28,29.96144,-90.0236,30,Relax for the Holidays in Historic Holy Cross-Nola,Holy Cross,1,137.00,Entire home/apt
0,New Orleans,453035156,Stephanie,699289797469832912,2025-01-15,29.9263,-90.09144,30,Charming Garden District Studio w/ Private Entry,Touro,59,,Private room
168,New Orleans,22332759,Cristin,699311285912333738,2025-01-02,29.91989439594159,-90.12608202750856,2,Stunning Uptown Oasis: 3BR/2BA at Audubon Park,Audubon,20,333.00,Entire home/apt
270,New Orleans,1583928,Mike,699894504289802305,2025-01-01,29.96964,-90.06271,30,Charming Home Blocks to French Quarter with Pool!,Seventh Ward,31,312.00,Entire home/apt
0,New Orleans,17428893,Carolyn,700147863566108075,2023-05-07,29.97043,-90.05561,30,"Upscale, Private Bed + Bath near French Quarter",St. Roch,9,,Private room
16,New Orleans,393079517,Lola,700177458574286653,2025-02-27,29.9646035,-90.0928394,2,NOLA Patio+Parking | 8min to Canal & French Qtr.,Mid-City,132,141.00,Entire home/apt
87,New Orleans,215875041,Krista,700694155734372730,2023-02-12,29.97464,-90.08812,30,Stay like a local in luxury + Maid Service!,Bayou St. John,1,94.00,Entire home/apt
213,New Orleans,47325519,Callie,700930748955938240,2024-01-27,29.92594,-90.09048,30,Uptown 1-bedroom Condo with Pool,Touro,3,100.00,Entire home/apt
264,New Orleans,64823547,Brenna And Nick,701321804766400142,2025-01-13,29.9280671,-90.0750964,1,Modern 2BR | Garden District | Stunning Luxury,St. Thomas Dev,159,250.00,Entire home/apt
254,New Orleans,64823547,Brenna And Nick,701365858806367425,2025-02-17,29.92799,-90.07505,1,Elegant 2BR | Garden District | Historic Luxury,St. Thomas Dev,130,202.00,Entire home/apt
241,New Orleans,64823547,Brenna And Nick,701376648263049977,2025-02-16,29.9280671,-90.0750964,1,Stunning 2BR | Garden District | Historic Luxury,St. Thomas Dev,126,273.00,Entire home/apt
124,New Orleans,11372242,Thiamanti,701411047128885714,2024-10-28,29.97363,-90.07686,30,Eclectic apartment near the French Quarter,Treme - Lafitte,11,83.00,Entire home/apt
312,New Orleans,45919177,Margeau,701414875850322258,2025-01-27,29.91907,-90.09181,30,"Elegance on Magazine St., as seen on HGTV",East Riverside,71,455.00,Entire home/apt
236,New Orleans,45919177,Margeau,701424462914208509,2025-02-10,29.91881,-90.0905,30,Striking Victorian Suite steps from Magazine St.,East Riverside,100,180.00,Entire home/apt
336,New Orleans,403910492,Kevin,701598152579506080,2025-02-08,29.96302,-90.09394,2,RDR Condo,Mid-City,68,185.00,Entire home/apt
223,New Orleans,112910785,Marigny,701851319395692536,2025-02-26,29.95082,-90.07125,3,Spacious 1br Downtown Loft by French Quarter,Central Business District,61,126.00,Entire home/apt
260,New Orleans,167921411,Rochelle,701954252799769995,2025-03-02,29.933819,-90.0918652,30,"Krewe of Harmony, Walk to Streetcar & Freret St.",Central City,44,110.00,Entire home/apt
310,New Orleans,27241421,Sean,701986800942238272,2025-02-14,29.9672411,-90.0409967,3,Luxury - Hot Tub - Parking - Yard,St. Claude,134,261.00,Entire home/apt
170,New Orleans,57936731,Cheri,702851078158111655,2025-02-17,29.97181,-90.0627,2,Botanicals - Historic Marigny,Seventh Ward,55,292.00,Entire home/apt
86,New Orleans,476956961,Charles,702908270045032096,2025-02-10,29.969148048354107,-90.01143794506788,2,Fabulous *BRAND NEW* 3 bd in central New Orleans,Lower Ninth Ward,75,225.00,Entire home/apt
169,New Orleans,10910700,Maria Asuncion,704313459058876294,2025-02-08,29.96457,-90.0682,2,Cozy apartment in historic neighborhood Treme,Treme - Lafitte,74,153.00,Entire home/apt
215,New Orleans,2531821,J.J.,704343890898951896,2025-02-23,29.96213,-90.03646,2,Lovely historic home in the Bywater,Bywater,71,238.00,Entire home/apt
28,New Orleans,477282505,Kyana Ja’Nise,704407775429292333,2025-02-23,29.99515664350642,-90.05890102865075,2,Charming Centrally located New Orleans home.,Gentilly Terrace,50,185.00,Entire home/apt
0,New Orleans,105756835,Julie,704541848977510607,2024-01-01,29.952528540267046,-90.13026593844693,30,Cozy Green Cottage,Leonidas,4,,Entire home/apt
351,New Orleans,98792338,Ingrid,705072208224968515,2025-01-07,29.92193259999999,-90.0935272,2,"Mardi Gras on Magazine, 4 blocks from St. Charles",Touro,7,413.00,Entire home/apt
64,New Orleans,193215531,Valdine,705081521254853155,2025-02-10,29.96261,-90.03536,2,Luxury Bywater Condo with Pool and Gym,Bywater,91,327.00,Entire home/apt
60,New Orleans,477431431,Shirley,705118045535098166,2024-02-07,29.97541,-90.0704,30,Cozy 1 bedroom cottage minutes from downtown.,Seventh Ward,2,,Entire home/apt
131,New Orleans,477438957,Shawn,705152368302645192,2025-02-02,29.95724,-90.06922,2,Very comfortable 2 bdrm Condo in  French Quarter,French Quarter,96,216.00,Entire home/apt
39,New Orleans,445833,Sanford,705158449306607335,2025-01-08,29.9761047,-90.0878077,30,Tropical Citrus Grove Suite Monthly,Bayou St. John,23,78.00,Entire home/apt
50,New Orleans,477464703,Sylena,705278389276060936,2024-10-28,30.04825,-89.96851,3,Private 3 BR Home w/ Pool – 15 Min from Downtown,Little Woods,30,449.00,Entire home/apt
344,New Orleans,122699418,Hillary,705547523040274425,2025-02-11,29.96954,-90.04372,3,Casa de Clouet' in historic Bywater neighborhood,St. Claude,53,164.00,Entire home/apt
362,New Orleans,83329996,Jessica Beth,705591041413713176,2024-10-27,29.9224672,-90.0788574,30,"1 Bedroom Steps to Magazine St, Uber FQ & Bourbon",Irish Channel,53,330.00,Entire home/apt
44,New Orleans,43621552,Jenny,705821058930249345,2025-02-22,29.96289,-90.0661,3,"w living room, priv apt, historic home, 1 bl to FQ",French Quarter,55,169.00,Private room
218,New Orleans,326702260,Brionne,705856419691790247,2024-11-17,30.0028,-90.07647,30,Cozy and Charming Gentilly Home,Fillmore,5,226.00,Entire home/apt
351,New Orleans,4112192,Mrs. Picou,706488192838170696,2023-10-08,29.9645345,-90.05389629999999,30,"Lovely and spacious ,2 bedroom in great area",Marigny,13,135.00,Entire home/apt
340,New Orleans,83329996,Jessica Beth,706581854344473855,2025-02-11,29.97269,-90.09682,1,"Steps to Streetcar to Downtown, FQ, Bourbon",Mid-City,119,332.00,Entire home/apt
365,New Orleans,470357103,Heather,706634850934068621,2023-05-21,29.9652,-90.05948,30,1 bedroom 2 Blocks to Frenchman and Bourbon st,Marigny,1,103.00,Entire home/apt
59,New Orleans,265585762,Natalia,706648158260578422,2025-02-24,29.97447,-90.05061,2,Oyster Suite: Stylish 1BD (KING)+1BA+Free Parking,St. Roch,61,174.00,Entire home/apt
0,New Orleans,60139676,Matthew,707677370920250362,2024-08-11,29.96846,-90.104,30,"Cool, Blue Mojo Mid-City (30+ days)",Mid-City,8,,Entire home/apt
148,New Orleans,26642486,Jose,707847849046943046,2025-02-16,29.9680539,-90.0624698,2,Cute 1bed walk to French Q & Bourbon St.,Seventh Ward,78,232.00,Entire home/apt
338,New Orleans,442029804,Live Suite,707888124111011263,2022-10-31,29.95194,-90.06844,30,La Belle Maison Resort| Studio Resort Suite,Central Business District,1,174.00,Entire home/apt
338,New Orleans,442029804,Live Suite,707888416138643976,2022-12-08,29.9516,-90.06856,30,La Belle Maison Resort| Studio Resort Suite,Central Business District,1,174.00,Entire home/apt
335,New Orleans,442029804,Live Suite,707889052712340753,2023-01-09,29.94987,-90.06811,30,La Belle Maison Resort| 1BR Resort Suite,Central Business District,2,200.00,Entire home/apt
331,New Orleans,442029804,Live Suite,707911842862647715,2024-04-27,29.9354,-90.08111,30,Wyndham Avenue Plaza | 1BR/1BA Queen Suite,Central City,1,122.00,Entire home/apt
331,New Orleans,442029804,Live Suite,707912816242106418,2024-04-30,29.93471,-90.07931,30,Wyndham Avenue Plaza | 1BR/1BA Queen Suite,Lower Garden District,1,122.00,Entire home/apt
351,New Orleans,442029804,Live Suite,707915190195936142,2024-05-06,29.93592,-90.08141,30,Wyndham Avenue Plaza | Studio Queen Suite,Central City,2,103.00,Entire home/apt
352,New Orleans,442029804,Live Suite,707915408630513017,2024-05-08,29.93598,-90.08046,30,Wyndham Avenue Plaza | Studio Queen Suite,Central City,1,103.00,Entire home/apt
351,New Orleans,442029804,Live Suite,707915606752189953,2024-01-01,29.93595,-90.08133,30,Wyndham Avenue Plaza | Studio Queen Suite,Central City,2,114.00,Entire home/apt
351,New Orleans,442029804,Live Suite,707915987971630361,2024-05-06,29.93604,-90.08096,30,Wyndham Avenue Plaza | Studio Queen Suite,Central City,1,103.00,Entire home/apt
331,New Orleans,442029804,Live Suite,707916541638355950,2022-12-31,29.93403,-90.07925,30,Wyndham Avenue Plaza | 1BR/1BA Queen Suite,Lower Garden District,1,122.00,Entire home/apt
279,New Orleans,83329996,Jessica Beth,707937708946639819,2025-02-03,29.978000680514786,-90.077610864418,1,"Centrally Located Mid-City, Mile to French Quarter",Fairgrounds,42,193.00,Entire home/apt
364,New Orleans,296603782,Kelle,708118623796452569,2025-02-08,29.96848371742831,-90.08816758763837,30,Adorable 1-bedroom Mid-City shotgun in New Orleans,Mid-City,4,55.00,Entire home/apt
346,New Orleans,26354900,Tim,709576661288386387,2025-02-06,29.96364,-90.03553,30,Charming Bywater Shotgun,St. Claude,7,131.00,Entire home/apt
242,New Orleans,81701091,Trey,709996549280254603,2025-02-23,29.959861322536742,-90.02599770546628,2,"Huge yard near FQ, Bywater, Marigny",Holy Cross,61,171.00,Entire home/apt
89,New Orleans,476956961,Charles,710075052838672219,2024-11-02,29.97008,-90.01079,30,Beautiful *BRAND NEW* 3 bedroom home,Lower Ninth Ward,86,443.00,Entire home/apt
155,New Orleans,26642486,Jose,710299279348832301,2025-02-16,29.9680315,-90.06894410000001,2,Cute Studio Close to French Q. Free gated parking,Treme - Lafitte,74,168.00,Entire home/apt
128,New Orleans,1144163,Mariah,710417745990043609,2025-01-05,29.97778,-90.0589,3,Colorful eclectic and whimsically decorated home,Seventh Ward,60,164.00,Entire home/apt
157,New Orleans,4635074,Flavia,710562376588405272,2025-01-31,29.9319,-90.07349,30,Maison Grey,Lower Garden District,10,179.00,Entire home/apt
146,New Orleans,39839266,New Orleans Properties,710882237936195309,2024-11-03,29.96681824864516,-90.06491346995116,30,Sleeps 16 Bring the Family Walk to Bourbon Street!,Treme - Lafitte,22,"1,341.00",Entire home/apt
148,New Orleans,26642486,Jose,711017781244507052,2025-02-14,29.9680315,-90.06894410000001,2,"Cute 2Bed Apt, close to French Q, gated pk include",Treme - Lafitte,69,256.00,Entire home/apt
52,New Orleans,5568933,Lisa,711064508526538413,2025-03-01,29.926987424568267,-90.0771001312828,2,Irish Channel Studio- Steps from Magazine Street,Lower Garden District,52,189.00,Entire home/apt
350,New Orleans,6947818,Anh,711622504153378667,2024-02-25,29.94205,-90.10073,30,"Broadmoor Living, Centrally located, 2BR NOLA home",Broadmoor,2,61.00,Entire home/apt
148,New Orleans,26642486,Jose,711745478328174371,2025-02-13,29.9680539,-90.0624698,2,Cute 1bed walk to French Q & Bourbon St,Seventh Ward,89,218.00,Entire home/apt
64,New Orleans,135108051,Ash,711829983232638315,2025-02-16,29.92297,-90.08835,2,New Reno-Victorian 2Bdrm-W/Balcony on Magazine St.,East Riverside,71,301.00,Entire home/apt
135,New Orleans,53315108,Stephen,712323924482664830,2025-02-27,29.97264,-90.05651,1,"Near Frenchmen, KING bed, Hot tub, Huge kitchen!",St. Roch,98,204.00,Entire home/apt
249,New Orleans,78935977,Brian,713079209671571966,2024-03-15,29.94050750867503,-90.0742234289646,180,Low profile private condo,Central City,4,76.00,Entire home/apt
344,New Orleans,55696966,Air Hospitality,713676011119428404,2023-04-07,29.95708,-90.06853,30,Private walkable French Quarter Townhome POOL & WD,French Quarter,1,98.00,Entire home/apt
175,New Orleans,473485191,NeauxLa,713941570367836963,2025-02-02,29.93805,-90.08514,2,Pass a Good Time Get Away,Central City,102,354.00,Entire home/apt
173,New Orleans,473485191,NeauxLa,713998496093093877,2025-02-09,29.93796,-90.08499,2,Fais Do-Do Cajun Joint,Central City,86,224.00,Entire home/apt
264,New Orleans,475537750,Austin,714268528775464191,2022-10-10,29.9524286363326,-90.0669495655776,1,La Pension - 1 Bedroom Suite,Central Business District,9,338.00,Private room
171,New Orleans,475537750,Austin,714268694691951182,2022-09-04,29.9524286363326,-90.0669495655776,1,La Pension - 2 Bedroom 1 Bath,Central Business District,3,600.00,Private room
269,New Orleans,475537750,Austin,714269015424767130,2022-09-06,29.9524286363326,-90.0669495655776,1,La Pension - 1 Bedroom Suite,Central Business District,4,338.00,Private room
269,New Orleans,475537750,Austin,714269180039728816,2022-09-05,29.9524286363326,-90.0669495655776,1,La Pension - 1 Bedroom Suite,Central Business District,6,338.00,Private room
263,New Orleans,475537750,Austin,714269344793386525,2022-05-09,29.9524286363326,-90.0669495655776,1,La Pension - 1 Bedroom Suite,Central Business District,2,338.00,Private room
269,New Orleans,475537750,Austin,714270802115984793,2022-10-11,29.9524286363326,-90.0669495655776,1,La Pension - 1 Bedroom Suite,Central Business District,13,338.00,Private room
258,New Orleans,475537750,Austin,714271448979683558,2022-10-04,29.9524286363326,-90.0669495655776,1,La Pension - 1 Bedroom Suite,Central Business District,12,422.00,Private room
288,New Orleans,475538226,Rowan,714275352707038310,2022-10-08,29.9551402043308,-90.0739587857799,1,The Marquee - 1 Bedroom Standard,Central Business District,7,392.00,Private room
0,New Orleans,37911837,Sasha,714893167675374289,2024-05-27,29.95966,-90.02406,30,Holy Cross Garden Suite w lap pool and jacuzzi,Holy Cross,13,,Entire home/apt
56,New Orleans,293519447,Oliver,715221408419439928,2025-02-11,29.95715,-90.11094,2,Honeycomb hideaway 1 bedroom entire apart. w/patio,Marlyville - Fontainbleau,80,117.00,Entire home/apt
175,New Orleans,154514739,Kate,715242382419149806,2025-01-01,29.963109041623884,-90.08531070866036,2,NEW!  Apartment in Mid-City | Gem On Rocheblave,Tulane - Gravier,4,317.00,Entire home/apt
0,New Orleans,456477857,Evolve,715837600647301067,2023-08-27,29.91451,-90.00349,30,New Orleans Getaway ~ 7 Mi to French Quarter!,Old Aurora,36,,Entire home/apt
282,New Orleans,1367735,David,716517886775548296,2025-02-24,29.93785,-90.09646,2,Classy Condo w Spacious Backyard Patio 3br|2ba,Milan,81,174.00,Entire home/apt
292,New Orleans,1367735,David,716518299412869803,2025-02-24,29.93785,-90.09646,2,Eclectic Condo w Inviting Backyard Patio 3br|2ba,Milan,59,155.00,Entire home/apt
306,New Orleans,475538226,Rowan,716716830693201424,2025-02-10,29.9551402043308,-90.0739587857799,1,The Marquee - 1 Bedroom Standard,Central Business District,8,392.00,Private room
120,New Orleans,106289693,William,716717195444576309,2025-01-26,29.9648,-90.03693,2,Stylish NOLA Bywater Condo 2BR/2BA w Pool/Balcony!,St. Claude,103,214.00,Entire home/apt
299,New Orleans,475554662,Luka,716741317231663946,2022-05-09,29.9347643851278,-90.0800461812338,1,Avenue Plaza Resort - Studio Deluxe,Central City,5,292.00,Private room
299,New Orleans,475554662,Luka,716742322149149383,2022-07-04,29.9347643851278,-90.0800461812338,1,Avenue Plaza Resort - Studio Deluxe,Central City,7,292.00,Private room
299,New Orleans,475554662,Luka,716742536355200267,2024-10-27,29.9347643851278,-90.0800461812338,1,Avenue Plaza Resort - Studio Deluxe,Central City,2,234.00,Private room
299,New Orleans,475554662,Luka,716743176632821018,2024-10-28,29.9347643851278,-90.0800461812338,1,Avenue Plaza Resort - Studio Deluxe,Central City,4,,Private room
0,New Orleans,455827734,Jake,716847656648017814,2023-04-23,29.97245,-90.06802,30,Cottage 10 Blocks to the French Quarter,Seventh Ward,20,,Entire home/apt
48,New Orleans,243535627,Madeline,718203513979731556,2025-02-08,29.94841,-90.04714,2,"Bright, Art-Filled Home Steps from Algiers Ferry!",Mcdonogh,80,175.00,Entire home/apt
320,New Orleans,102147419,Shannon,718783665002761907,2024-04-18,29.97267,-90.1016,30,La Maison Jaune II - NOLA Shotgun 2 bedroom/1 bath,Mid-City,3,193.00,Entire home/apt
308,New Orleans,15589157,Shelby,719442312856923251,2025-02-22,29.97394,-90.07548,1,Artsy Room off Esplanade 1 Mile to FQ and CityPark,Treme - Lafitte,150,120.00,Private room
126,New Orleans,73397289,Courtney,719590596669401828,2025-02-10,29.9670563,-90.0484673,2,Historic charm & modern comfort near Frenchmen St!,Bywater,79,189.00,Entire home/apt
255,New Orleans,64823547,Brenna And Nick,719609140427825179,2025-02-16,29.92799,-90.07505,1,Stylish 2BR | Garden District | Historic Luxury,St. Thomas Dev,111,218.00,Entire home/apt
180,New Orleans,480209020,Julia,719649784746610000,2025-02-10,29.97319,-90.07844,30,Le Bon Temp Rouler ~2 private bedrooms/ bathroom.,Treme - Lafitte,17,88.00,Entire home/apt
0,New Orleans,30311707,Katherine,719654124397121817,2023-06-18,29.96747,-90.09985,30,Airy Mid-City Turquoise Home,Mid-City,33,,Entire home/apt
278,New Orleans,92722976,Rodrigo,720053324228907707,2025-02-24,29.94051,-90.12867,2,Eclectically furnished home in the heart of NOLA,East Carrollton,47,233.00,Entire home/apt
158,New Orleans,115832816,Lisa,720262895478650965,2025-02-10,29.95021,-90.07131,2,Newly Renovated Condo in Downtown NOLA,Central Business District,75,444.00,Entire home/apt
290,New Orleans,112910785,Marigny,720269755571826131,2024-11-19,29.97658,-90.08236,30,Cozy Bayou St John 1br- Great Location!,Bayou St. John,19,65.00,Entire home/apt
0,New Orleans,420082022,James,720532803503130989,2024-12-02,29.97572,-90.10344,2,Elegant Large Home - No cleaning fee! Street Car 1,Mid-City,20,,Entire home/apt
325,New Orleans,456477857,Evolve,720892239636262537,2025-02-23,30.01147346610138,-90.04198804729998,2,5 Mi to Bourbon Street: NOLA Home w/ Fenced Yard!,Gentilly Woods,40,225.00,Entire home/apt
228,New Orleans,174582871,Stevie,721196986551821403,2025-02-23,29.95207,-90.07146,2,Historic Condo | Steps to French Quarter,Central Business District,82,401.00,Entire home/apt
138,New Orleans,106289693,William,721810721925535074,2025-02-12,29.91756,-90.10406,2,The Tchoupitoulas Hideaway Near Tipitina's Uptown!,West Riverside,48,124.00,Entire home/apt
212,New Orleans,232296790,Michael And Marcia,722409213115138373,2025-02-21,29.94278,-90.077,2,Stunning Historic Villa w/ Heated Pool 6br|6ba,Central City,56,807.00,Entire home/apt
338,New Orleans,480237365,LiveSuites,722473147693413009,2023-01-01,29.9509319,-90.06785479999999,30,La Belle Maison Resort| Studio Resort Suite,Central Business District,2,184.00,Entire home/apt
338,New Orleans,480237365,LiveSuites,722473293548361158,2023-01-01,29.9509319,-90.06785479999999,30,La Belle Maison Resort| Studio Resort Suite,Central Business District,1,184.00,Entire home/apt
335,New Orleans,480237365,LiveSuites,722476772986256214,2023-03-17,29.9509319,-90.06785479999999,30,La Belle Maison Resort| 1BR Resort Suite,Central Business District,1,212.00,Entire home/apt
87,New Orleans,105925680,Joseph,722988676228841838,2025-02-06,29.960540921156788,-90.01171723073108,1,Cozy 2 Bedroom on Saint Claude,Lower Ninth Ward,4,,Entire home/apt
130,New Orleans,207134249,Nguyen,723915588741689208,2025-02-10,29.92333,-90.07769,3,New Luxury Irish Channel - Blocks from Magazine St,Irish Channel,37,280.00,Entire home/apt
0,New Orleans,433971804,Chelsea,724422731295547434,2023-07-17,29.97917,-90.04221,30,Spacious Home with Direct Access to Downtown!,Florida Area,10,,Entire home/apt
281,New Orleans,76790473,Ricky,724521530372895658,2025-02-23,29.9616316,-90.04123919999999,2,New Orleans Condo- Modern. Gated- Reserve Park,Bywater,68,309.00,Entire home/apt
245,New Orleans,231468841,Jenna,724560283598041732,2025-01-31,29.92295,-90.07908,30,"Chic Uptown Victorian, Stroll to Magazine St",Irish Channel,10,275.00,Entire home/apt
320,New Orleans,124259431,Vizion,724565355003952933,2024-09-02,29.989,-90.06808,30,Cheerful 1BR home with parking on premises,St. Roch,2,45.00,Entire home/apt
336,New Orleans,280213607,Jonathon,724853919161549815,2025-01-01,29.97968,-90.07078,1,Elegant Home Near the French Quarter & Mardi Gras!,Seventh Ward,57,206.00,Entire home/apt
277,New Orleans,481262416,Helen,725261800787425978,2025-02-28,29.95365,-90.13315,2,"Bright, Roomy, Private 1/1 in Historic Riverbend",Leonidas,124,75.00,Entire home/apt
187,New Orleans,454425442,Muhammad Arib Ali,726293510237460896,2025-02-26,29.9167942,-90.1071926,2,Beautifully Restored! - New Orleans Shotgun Home!,West Riverside,201,129.00,Entire home/apt
350,New Orleans,305725367,The Alexandre,726633769793746108,2025-02-17,29.9494,-90.06958,1,5 Min Walk to French Quarter | Prime 2BD Location,Central Business District,187,339.00,Entire home/apt
37,New Orleans,349162641,David,726857286414553537,2024-09-08,29.92849,-90.09128,2,Centrally Located Charming Home Nxt to Street Car,Milan,93,462.00,Entire home/apt
126,New Orleans,454425442,Muhammad Arib Ali,726982452582932675,2025-02-11,29.916741,-90.1072222,1,Naturally Beautiful Modern Shotgun Home! 15 min FQ,West Riverside,104,109.00,Entire home/apt
67,New Orleans,11372242,Thiamanti,726992934416804288,2025-01-23,29.93728,-90.07689,2,"Eclectic New Orleans apt Loft A, Newly Renovated",Central City,19,214.00,Entire home/apt
106,New Orleans,11372242,Thiamanti,727002644608995653,2025-02-10,29.93666,-90.07616,30,New Orleans Apt B just minutes away from downtown,Central City,9,70.00,Entire home/apt
166,New Orleans,454425442,Muhammad Arib Ali,727004396699383753,2025-02-07,29.9167899,-90.1072415,2,Lovely 3 Bedroom Shotgun Home / Modern 15 min FQ,West Riverside,148,118.00,Entire home/apt
160,New Orleans,454425442,Muhammad Arib Ali,727013505854338282,2025-02-16,29.916857,-90.10719,2,Beautifully Restored! 3 Bedroom Home -15 Min FQ!,West Riverside,173,121.00,Entire home/apt
31,New Orleans,39159994,Rachel,727027274630618628,2025-02-16,29.96969,-90.09777,2,Family Friendly : Steps to Canal Streetcar,Mid-City,83,158.00,Entire home/apt
358,New Orleans,112910785,Marigny,727490636951825611,2025-02-23,29.92565,-90.07768,30,Beautiful Cozy 2br in Irish Channel,Irish Channel,69,122.00,Entire home/apt
255,New Orleans,481818568,Jane,728293568747149941,2025-02-17,29.9677878,-90.051051,2,Marigny Boutique Enclave 2BR/3BA W/Pool,Marigny,21,539.00,Entire home/apt
249,New Orleans,34886489,Patricia,728388092726886037,2025-02-24,29.97019630024202,-90.02205199613269,2,Make It Right home in the 9th Ward near Quarter,Lower Ninth Ward,137,260.00,Entire home/apt
89,New Orleans,8992954,David,729825140965012971,2023-10-22,29.95107,-90.11235,30,Perfect Spot for Tulane/Loyola or Oschner,Marlyville - Fontainbleau,2,148.00,Entire home/apt
276,New Orleans,64823547,Brenna And Nick,730469061404440280,2025-02-24,29.92812,-90.07503,1,Garden District | Garage Parking |3 Beds+Workspace,St. Thomas Dev,117,315.00,Entire home/apt
69,New Orleans,482286586,Gravier Village,730699770093472374,2025-02-27,29.96463,-90.09626,2,Like Home 2BR in New Orleans — Prime Location!,Mid-City,47,,Entire home/apt
